,Diagnose_Code,Diagnose_name
11793,Y96, Stav související se zaměstnáním  
11794,Y97, Stav související se znečištěným okolním prostředím
11795,Y98, Stav související se životním stylem 
11796,Z000,Celkové lékařské vyšetření (prohlídka)   
11797,Z001,Rutinní zdravotní prohlídka dítěte   
11798,Z002,Prohlídka pro období rychlého vzrůstu v dětství
11799,Z003,Prohlídka pro stav vývoje mladistvého  
11800,Z004,"Celkové psychiatrické vyšetření, nezařazené jinde  "
11801,Z005,Vyšetření potenciálního dárce orgánů a tkáně 
11802,Z006,Vyšetření pro normální porovnání a kontrolu vvýzkumnémprogramu
11803,Z008,Jiná celková vyšetření (prohlídky)   
11804,Z010,Vyšetření očí a zraku   
11805,Z011,Vyšetření uší a sluchu   
11806,Z012,Zubní vyšetření     
11807,Z013,Vyšetření krevního tlaku    
11808,Z014,Gynekologické vyšetření (všeobecné) (rutinní)   
11809,Z015,Diagnostické testy kožní a sensibilizace  
11810,Z016,"Radiologické vyšetření, nezařazené jinde   "
11811,Z017,Laboratorní vyšetření     
11812,Z018,Jiná určená speciální vyšetření   
11813,Z019,"Speciální vyšetření, NS    "
11814,Z020,Vyšetření pro přijetí do vzdělávací instituce 
11815,Z021,Vyšetření před přijetím do zaměstnání  
11816,Z022,Vyšetření pro přijetí do ústavu  
11817,Z023,Vyšetření pro odvodní řízení do ozbrojených sil
11818,Z024,Vyšetření pro řidičské oprávnění   
11819,Z025,Vyšetření k účasti ve sportu  
11820,Z026,Vyšetření pro pojišťovací účely   
11821,Z027,Vydání lékařského potvrzení    
11822,Z028,Jiná vyšetření pro administrativní účely  
11823,Z029,"Vyšetření pro administrativní účely, NS  "
11824,Z030,Pozorování pro podezření na tuberkulózu  
11825,Z031,Pozorování pro podezření na zhoubný novotvar 
11826,Z032,Pozorování pro podezření na poruchy duševní achování
11827,Z033,Pozorování a podezření na poruchu nervové soustavy
11828,Z034,Pozorování pro podezření na infarkt myokardu 
11829,Z035,Pozorování pro podezření na jiné kardiovaskulární nemoci
11830,Z036,Pozorování pro podezření na toxický účinek požité
11831,Z038,Pozorování pro podezření na jiné nemoci astavy
11832,Z039,Pozorování pro podezření na nemoc nebo patologickýNS
11833,Z040,Krevní test na alkohol a návykové látky
11834,Z041,Vyšetření a pozorování po dopravní nehodě 
11835,Z042,Vyšetření a pozorování po pracovním úrazu 
11836,Z043,Vyšetření a pozorování po jiném úrazu 
11837,Z044,Vyšetření a pozorování po údajném znásilnění nebozneužití
11838,Z045,Vyšetření a pozorování po jiném způsobeném poranění
11839,Z046,"Celkové psychiatrické vyšetření, úředně vyžádané  "
11840,Z048,Vyšetření a pozorování z jiných určených důvodů
11841,Z049,Vyšetření a pozorování z neurčeného důvodu 
11842,Z080,Následné vyšetření po operačním výkonu pro zhoubný
11843,Z081,Následné vyšetření po radioterapii pro zhoubný novotvar
11844,Z082,Následné vyšetření po chemoterapii pro zhoubný novotvar
11845,Z087,Následné vyšetření po kombinované léčbě pro zhoubný
11846,Z088,Následné vyšetření po jiné léčbě pro zhoubný
11847,Z089,Následné vyšetření po neurčené léčbě pro zhoubný
11848,Z090,Následné vyšetření po operačním výkonu pro jiné
11849,Z091,Následné vyšetření po radioterapii pro jiné stavy
11850,Z092,Následné vyšetření po chemoterapii pro jiné stavy
11851,Z093,Následné vyšetření po psychoterapii   
11852,Z094,Následné vyšetření po léčbě zlomeniny  
11853,Z097,Následné vyšetření po kombinované léčbě pro jiné
11854,Z098,Následné vyšetření po jiné léčbě pro jiné
11855,Z099,Následné vyšetření po neurčené léčbě pro jiné
11856,Z100,Zdravotní prohlídka zaměstnanců    
11857,Z101,Rutinní celková zdravotní prohlídka obyvatel (chovanců) ústavů
11858,Z102,Rutinní celková zdravotní prohlídka příslušníků ozbrojených sil
11859,Z103,Rutinní celková zdravotní prohlídka sportovních týmů 
11860,Z108,Rutinní celková zdravotní prohlídka jiné stanovené skupiny
11861,Z110,Screeningové vyšetření specializované na střevní infekční nemoci
11862,Z111,Screeningové vyšetření specializované na tuberkulózu dýchacího ústrojí
11863,Z112,Screeningové vyšetření specializované na jiné bakteriální nemoci
11864,Z113,Screeningové vyšetření specializované na infekce s převážnězpůsobempřenosu
11865,Z114,Screeningové vyšetření specializované na virus lidské imunodeficience
11866,Z115,Screeningové vyšetření specializované na jiné virové nemoci
11867,Z116,Screeningové vyšetření specializované na jiné protozoární nemocihelmintózy
11868,Z118,Screeningové vyšetření specializované na jiné infekční anemoci
11869,Z119,Screeningové vyšetření specializované na infekční a parazitárníNS
11870,Z120,Screeningové vyšetření specializované na novotvar žaludku 
11871,Z121,Screeningové vyšetření specializované na novotvar střev 
11872,Z122,Screeningové vyšetření specializované na novotvar dýchacích orgánů
11873,Z123,Screeningové vyšetření specializované na novotvar prsu 
11874,Z124,"Screeningové vyšetření specializované na novotvar cervixu (čípku,děložního"
11875,Z125,Screeningové vyšetření specializované na novotvar prostaty 
11876,Z126,Screeningové vyšetření specializované na novotvar močového měchýře
11877,Z128,Screeningové vyšetření specializované na novotvary jiných lokalizací
11878,Z129,"Screeningové vyšetření specializované na novotvar, NS "
11879,Z130,Screening.vyš.specializ.na nemoci krve a krvetvor.org. a někt.poruchy
11880,Z131,Screeningové vyšetření specializované na diabetes mellitus 
11881,Z132,Screeningové vyšetření specializované na poruchy výživy 
11882,Z133,Screeningové vyšetření specializované na duševní poruchy achování
11883,Z134,Screeningové vyšetření specializované na některé vývojové poruchydětství
11884,Z135,Screeningové vyšetření specializované na oční a ušní
11885,Z136,Screeningové vyšetření specializované na kardiovaskulární onemocnění 
11886,Z137,"Screening.vyšetření specializované na vrozené vady, deformace aabnormality"
11887,Z138,Screeningové vyšetření specializované na jiné určené nemociporuchy
11888,Z139,"Specializované screeningové vyšetření, NS   "
11889,Z200,Kontakt se střevními infekčními nemocemi a expozice
11890,Z201,Kontakt s tuberkulózou a expozice  
11891,Z202,Kontakt s infekcemi s převážně sexuálním způsobemaexpozice
11892,Z203,Kontakt se vzteklinou a expozice  
11893,Z204,Kontakt se zarděnkami a expozice  
11894,Z205,Kontakt s virovou hepatitidou a expozice 
11895,Z206,Kontakt s virem lidské imunodeficience [HIV] a
11896,Z207,"Kontakt se zavšivením, akariázou a jinými napadenímiexpozice"
11897,Z208,Kontakt s jinými přenosnými nemocemi a expozice
11898,Z209,Kontakt s neurčenou přenosnou nemocí a expozice
11899,Z21, Asymptomatický stav infekce virem lidské imunodeficience
11900,Z220,Přenašeč (nosič) tyfu    
11901,Z221,Přenašeč (nosič) jiných infekčních střevních nemocí 
11902,Z222,Přenašeč (nosič) záškrtu    
11903,Z223,Přenašeč (nosič) jiných určených bakteriálních nemocí 
11904,Z224,Přenašeč (nosič) infekcí s převážně sexuálním způsobem
11905,Z225,Přenašeč (nosič) virové hepatitidy   
11906,Z226,Přenašeč (nosič) infekce lidským T-lymfotropním virem typu[HTLV-1]
11907,Z228,Přenašeč (nosič) jiných infekčních nemocí  
11908,Z229,"Přenašeč (nosič) infekční nemoci, NS  "
11909,Z230,Potřeba imunizace proti samotné choleře  
11910,Z231,Potřeba imunizace proti samotnému tyfu - paratyfu
11911,Z232,Potřeba imunizace proti tuberkulóze [BCG]  
11912,Z233,Potřeba imunizace proti moru   
11913,Z234,Potřeba imunizace proti tularémii   
11914,Z235,Potřeba imunizace proti samotnému tetanu  
11915,Z236,Potřeba imunizace proti samotnému záškrtu  
11916,Z237,Potřeba imunizace proti samotnému dávivému kašli 
11917,Z238,Potřeba imunizace proti jiným jednotlivým bakteriálním nemocem
11918,Z240,Potřeba imunizace proti - poliomyelitidě - akutníobrně
11919,Z241,Potřeba imunizace proti virovému zánětu mozku přenášenému
11920,Z242,Potřeba imunizace proti vzteklině   
11921,Z243,Potřeba imunizace proti žluté zimnici  
11922,Z244,Potřeba imunizace proti samotným spalničkám  
11923,Z245,Potřeba imunizace proti samotným zarděnkám  
11924,Z246,Potřeba imunizace proti virové hepatitidě  
11925,Z250,Potřeba imunizace proti samotným příušnicím  
11926,Z251,Potřeba imunizace proti samotné chřipce  
11927,Z258,Potřeba imunizace proti jiným určeným jednotlivým virovým
11928,Z260,Potřeba imunizace proti leishmaniáze   
11929,Z268,Potřeba imunizace proti jiným určeným jednotlivým infekčním
11930,Z269,Potřeba imunizace proti neurčené infekční nemoci 
11931,Z270,Potřeba imunizace proti choleře s tyfem a[cholera+TAB]
11932,Z271,"Potřeba imunizace proti záškrtu - tetanu -kašli,vkombinaci[DTP]"
11933,Z272,Potřeba imunizace proti záškrtu - tetanu -kašlistyfem-paratyfem[DTP+TAB]
11934,Z273,Potřeba imunizace proti záškrtu - tetanu -kašlispoliomyelitidou[DTP+polio]
11935,Z274,Potřeba imunizace proti spalničkám - příušnicím -[MMR]
11936,Z278,Potřeba imunizace proti jiným kombinacím infekčních nemocí
11937,Z279,Potřeba imunizace proti neurčeným kombinacím infekčních nemocí
11938,Z280,Imunizace neprovedená pro kontraindikaci   
11939,Z281,Imunizace neprovedená pro rozhodnutí pacienta z důvodůneboskupinovéhonátlaku
11940,Z282,Imunizace neprovedená pro rozhodnutí pacienta z jinýchneurčenýchdůvodů
11941,Z288,Imunizace neprovedená pro jiné důvody  
11942,Z289,Imunizace neprovedená pro neurčený důvod  
11943,Z290,Izolace      
11944,Z291,Profylaktická imunoterapie     
11945,Z292,Jiná profylaktická chemoterapie    
11946,Z298,Jiná určená profylaktická opatření   
11947,Z299,"Profylaktické opatření, NS    "
11948,Z300,Všeobecná poradní činnost o antikoncepci  
11949,Z301,Zavedení (nitroděložního) antikoncepčního prostředku   
11950,Z302,Sterilizace      
11951,Z303,Vyvolání menstruace     
11952,Z304,Dohled nad lékovou antikoncepcí   
11953,Z305,Dohled nad (nitroděložním) antikoncepčním prostředkem  
11954,Z308,Jiné řízení antikoncepce    
11955,Z309,"Řízení antikoncepce, NS    "
11956,Z310,Plastika vejcovodu nebo chámovodu po předchozí sterilizaci
11957,Z311,Umělé oplodnění     
11958,Z312,Oplodnění in vitro    
11959,Z313,Jiné nápomocné oplodňovací metody   
11960,Z314,Vyšetřování a testování plodnosti   
11961,Z315,Genetická porada     
11962,Z316,Obecná porada a rada o plodnosti 
11963,Z318,Jiné řízení plodnosti    
11964,Z319,"Řízení plodnosti, NS    "
11965,Z320,"Těhotenství, dosud nepotvrzené    "
11966,Z321,Těhotenství potvrzené     
11967,Z33, Náhodný stav těhotenství   
11968,Z340,Dohled nad normálním prvním těhotenstvím  
11969,Z348,Dohled nad jiným normálním těhotenstvím  
11970,Z349,"Dohled nad normálním těhotenstvím, NS  "
11971,Z350,Dohled nad těhotenstvím s anamnézou neplodnosti 
11972,Z351,Dohled nad těhotenstvím s anamnézou abortivního výsledku
11973,Z352,Dohled nad těhotenstvím s jinou nepříznivou reprodukčníanamnézou
11974,Z353,Dohled nad těhotenstvím s anamnézou nedostatečné antenatální
11975,Z354,"Dohled nad těhotenstvím ženy, která mnohokrát rodila"
11976,Z355,Dohled nad starší prvorodičkou   
11977,Z356,Dohled nad velmi mladou prvorodičkou  
11978,Z357,Dohled nad vysoce rizikovým těhotenstvím vzhledem kproblémům
11979,Z358,Dohled nad jinými vysoce rizikovými těhotenstvími 
11980,Z359,"Dohled nad vysoce rizikovým (ohroženým) těhotenstvím, NS"
11981,Z360,Předporodní screening chromosomálních anomálií   
11982,Z361,Předporodní screening zvýšené hladiny alfaproteinu  
11983,Z362,Jiný předporodní screening založený na amniocentéze 
11984,Z363,Předporodní screening vad (malformací) používající ultrazvukové afyzikálnímetody
11985,Z364,Předporod.screening opožděného růstu plodu používající ultrazvukové ametody
11986,Z365,Předporodní screening izoimunizace    
11987,Z368,Jiný předporodní screening    
11988,Z369,"Předporodní screening, NS    "
11989,Z370,"Jediné dítě, živě narozené   "
11990,Z371,"Jediné dítě, mrtvě narozené   "
11991,Z372,"Dvojčata, obě živě narozená   "
11992,Z373,"Dvojčata, jedno živě narozené a jedno mrtvě"
11993,Z374,"Dvojčata, obě mrtvě narozená   "
11994,Z375,"Jiný mnohočetný porod, všechny (děti) živě narozené"
11995,Z376,"Jiný mnohočetný porod, některé (děti) živě narozené"
11996,Z377,"Jiný mnohočetný porod, všechny (děti) mrtvě narozené"
11997,Z379,"Výsledek porodu, NS    "
11998,Z380,"Jediné dítě, narozené v nemocnici  "
11999,Z381,"Jediné dítě, narozené mimo nemocnici  "
12000,Z382,"Jediné dítě, s neurčeným místem narození "
12001,Z383,"Dvojče, narozené v nemocnici   "
12002,Z384,"Dvojče, narozené mimo nemocnici   "
12003,Z385,"Dvojče, s neurčeným místem narození  "
12004,Z386,"Dítě z jiného mnohočetného těhotenství, narozené v"
12005,Z387,"Dítě z jiného mnohočetného těhotenství, narozené mimo"
12006,Z388,"Dítě z jiného mnohočetného těhotenství, s neurčenýmnarození"
12007,Z390,Péče a vyšetření bezprostředně po porodu 
12008,Z391,Péče a vyšetření kojící matky  
12009,Z392,Rutinní sledování po porodu   
12010,Z400,Profylaktický operační výkon pro rizikové faktory spojenézhoubnýminovotvary
12011,Z408,Jiný profylaktický operační výkon   
12012,Z409,"Profylaktický operační výkon, NS   "
12013,Z410,Transplantace vlasů     
12014,Z411,Jiné plastické operační výkony pro nepřijatelný kosmetický
12015,Z412,Rutinní a rituální obřízka   
12016,Z413,Propíchnutí uší     
12017,Z418,Jiné výkony za jiným účelem než jeporuchzdravotníhostavu
12018,Z419,"Výkon za jiným účelem než je odstraňovánízdravotníhostavu,NS"
12019,Z420,Následná péče zahrnující plastické operační výkony hlavykrku
12020,Z421,Následná péče zahrnující plastické operační výkony prsu
12021,Z422,Následná péče zahrnující plastické operační výkony jinýchtrupu
12022,Z423,Následná péče zahrnující plastické operační výkony horní
12023,Z424,Následná péče zahrnující plastické operační výkony dolní
12024,Z428,Následná péče zahrnující plastické operační výkony jinýchtěla
12025,Z429,"Následná péče zahrnující plastický operační výkon, NS"
12026,Z430,Ošetření tracheostomie     
12027,Z431,Ošetření gastrostomie     
12028,Z432,Ošetření ileostomie     
12029,Z433,Ošetření kolostomie     
12030,Z434,Ošetření jiných umělých vyústění trávicího traktu 
